Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
1209,Henry IV,88,2.4.206,FALSTAFF,"came in foot and hand, and with a thought seven of"
1210,Henry IV,88,2.4.207,FALSTAFF,the eleven I paid.
1211,Henry IV,89,2.4.208,PRINCE HENRY,O monstrous! eleven buckram men grown out of two!
1212,Henry IV,90,2.4.209,FALSTAFF,"But, as the devil would have it, three misbegotten"
1213,Henry IV,90,2.4.210,FALSTAFF,knaves in Kendal green came at my back and let drive
1214,Henry IV,90,2.4.211,FALSTAFF,"at me, for it was so dark, Hal, that thou couldst"
1215,Henry IV,90,2.4.212,FALSTAFF,not see thy hand.
1216,Henry IV,91,2.4.213,PRINCE HENRY,"These lies are like their father that begets them,"
1217,Henry IV,91,2.4.214,PRINCE HENRY,"gross as a mountain, open, palpable. Why, thou"
1218,Henry IV,91,2.4.215,PRINCE HENRY,"clay-brained guts, thou knotty-pated fool, thou"
1219,Henry IV,91,2.4.216,PRINCE HENRY,"whoreson, obscene, grease tallow-catch,--"
1220,Henry IV,92,2.4.217,FALSTAFF,"What, art thou mad? art thou mad? is not the truth"
1221,Henry IV,92,2.4.218,FALSTAFF,the truth?
1222,Henry IV,93,2.4.219,PRINCE HENRY,"Why, how couldst thou know these men in Kendal"
1223,Henry IV,93,2.4.220,PRINCE HENRY,"green, when it was so dark thou couldst not see thy"
1224,Henry IV,93,2.4.221,PRINCE HENRY,"hand? come, tell us your reason: what sayest thou to this?"
1225,Henry IV,94,2.4.222,POINS,"Come, your reason, Jack, your reason."
1226,Henry IV,95,2.4.223,FALSTAFF,"What, upon compulsion? 'Zounds, an I were at the"
1227,Henry IV,95,2.4.224,FALSTAFF,"strappado, or all the racks in the world, I would"
1228,Henry IV,95,2.4.225,FALSTAFF,not tell you on compulsion. Give you a reason on
1229,Henry IV,95,2.4.226,FALSTAFF,compulsion! If reasons were as plentiful as
1230,Henry IV,95,2.4.227,FALSTAFF,"blackberries, I would give no man a reason upon"
1231,Henry IV,95,2.4.228,FALSTAFF,"compulsion, I."
1232,Henry IV,96,2.4.229,PRINCE HENRY,"I'll be no longer guilty of this sin, this sanguine"
1233,Henry IV,96,2.4.230,PRINCE HENRY,"coward, this bed-presser, this horseback-breaker,"
1234,Henry IV,96,2.4.231,PRINCE HENRY,"this huge hill of flesh,--"
1235,Henry IV,97,2.4.232,FALSTAFF,"'Sblood, you starveling, you elf-skin, you dried"
1236,Henry IV,97,2.4.233,FALSTAFF,"neat's tongue, you bull's pizzle, you stock-fish! O"
1237,Henry IV,97,2.4.234,FALSTAFF,for breath to utter what is like thee! you
1238,Henry IV,97,2.4.235,FALSTAFF,"tailor's-yard, you sheath, you bowcase, you vile"
1239,Henry IV,97,2.4.236,FALSTAFF,"standing-tuck,--"
1240,Henry IV,98,2.4.237,PRINCE HENRY,"Well, breathe awhile, and then to it again: and"
1241,Henry IV,98,2.4.238,PRINCE HENRY,"when thou hast tired thyself in base comparisons,"
1242,Henry IV,98,2.4.239,PRINCE HENRY,hear me speak but this.
1243,Henry IV,99,2.4.240,POINS,"Mark, Jack."
1244,Henry IV,100,2.4.241,PRINCE HENRY,"We two saw you four set on four and bound them, and"
1245,Henry IV,100,2.4.242,PRINCE HENRY,"were masters of their wealth. Mark now, how a plain"
1246,Henry IV,100,2.4.243,PRINCE HENRY,tale shall put you down. Then did we two set on you
1247,Henry IV,100,2.4.244,PRINCE HENRY,"four, and, with a word, out-faced you from your"
1248,Henry IV,100,2.4.245,PRINCE HENRY,"prize, and have it, yea, and can show it you here in"
1249,Henry IV,100,2.4.246,PRINCE HENRY,"the house: and, Falstaff, you carried your guts"
1250,Henry IV,100,2.4.247,PRINCE HENRY,"away as nimbly, with as quick dexterity, and roared"
1251,Henry IV,100,2.4.248,PRINCE HENRY,"for mercy and still run and roared, as ever I heard"
1252,Henry IV,100,2.4.249,PRINCE HENRY,"bull-calf. What a slave art thou, to hack thy sword"
1253,Henry IV,100,2.4.250,PRINCE HENRY,"as thou hast done, and then say it was in fight!"
1254,Henry IV,100,2.4.251,PRINCE HENRY,"What trick, what device, what starting-hole, canst"
1255,Henry IV,100,2.4.252,PRINCE HENRY,thou now find out to hide thee from this open and
1256,Henry IV,100,2.4.253,PRINCE HENRY,apparent shame?
1257,Henry IV,101,2.4.254,POINS,"Come, let's hear, Jack, what trick hast thou now?"
1258,Henry IV,102,2.4.255,FALSTAFF,"By the Lord, I knew ye as well as he that made ye."
1259,Henry IV,102,2.4.256,FALSTAFF,"Why, hear you, my masters: was it for me to kill the"
1260,Henry IV,102,2.4.257,FALSTAFF,heir-apparent? should I turn upon the true prince?
1261,Henry IV,102,2.4.258,FALSTAFF,"why, thou knowest I am as valiant as Hercules: but"
1262,Henry IV,102,2.4.259,FALSTAFF,"beware instinct, the lion will not touch the true"
1263,Henry IV,102,2.4.260,FALSTAFF,"prince. Instinct is a great matter, I was now a"
1264,Henry IV,102,2.4.261,FALSTAFF,coward on instinct. I shall think the better of
1265,Henry IV,102,2.4.262,FALSTAFF,"myself and thee during my life, I for a valiant"
1266,Henry IV,102,2.4.263,FALSTAFF,"lion, and thou for a true prince. But, by the Lord,"
1267,Henry IV,102,2.4.264,FALSTAFF,"lads, I am glad you have the money. Hostess, clap"
1268,Henry IV,102,2.4.265,FALSTAFF,"to the doors: watch to-night, pray to-morrow."
1269,Henry IV,102,2.4.266,FALSTAFF,"Gallants, lads, boys, hearts of gold, all the titles"
1270,Henry IV,102,2.4.267,FALSTAFF,"of good fellowship come to you! What, shall we be"
1271,Henry IV,102,2.4.268,FALSTAFF,merry? shall we have a play extempore?
1272,Henry IV,103,2.4.269,PRINCE HENRY,"Content, and the argument shall be thy running away."
1273,Henry IV,104,2.4.270,FALSTAFF,"Ah, no more of that, Hal, an thou lovest me!"
1274,Henry IV,104,,FALSTAFF,Enter Hostess
1275,Henry IV,105,2.4.271,Hostess,"O Jesu, my lord the prince!"
1276,Henry IV,106,2.4.272,PRINCE HENRY,"How now, my lady the hostess! what sayest thou to"
1277,Henry IV,106,2.4.273,PRINCE HENRY,me?
1278,Henry IV,107,2.4.274,Hostess,"Marry, my lord, there is a nobleman of the court at"
1279,Henry IV,107,2.4.275,Hostess,door would speak with you: he says he comes from
1280,Henry IV,107,2.4.276,Hostess,your father.
1281,Henry IV,108,2.4.277,PRINCE HENRY,"Give him as much as will make him a royal man, and"
1282,Henry IV,108,2.4.278,PRINCE HENRY,send him back again to my mother.
1283,Henry IV,109,2.4.279,FALSTAFF,What manner of man is he?
1284,Henry IV,110,2.4.280,Hostess,An old man.
1285,Henry IV,111,2.4.281,FALSTAFF,What doth gravity out of his bed at midnight? Shall
1286,Henry IV,111,2.4.282,FALSTAFF,I give him his answer?
1287,Henry IV,112,2.4.283,PRINCE HENRY,"Prithee, do, Jack."
1288,Henry IV,113,2.4.284,FALSTAFF,"'Faith, and I'll send him packing."
1289,Henry IV,113,,FALSTAFF,Exit FALSTAFF
1290,Henry IV,114,2.4.285,PRINCE HENRY,"Now, sirs: by'r lady, you fought fair, so did you,"
1291,Henry IV,114,2.4.286,PRINCE HENRY,"Peto, so did you, Bardolph: you are lions too, you"
1292,Henry IV,114,2.4.287,PRINCE HENRY,"ran away upon instinct, you will not touch the true"
1293,Henry IV,114,2.4.288,PRINCE HENRY,"prince, no, fie!"
1294,Henry IV,115,2.4.289,BARDOLPH,"'Faith, I ran when I saw others run."
1295,Henry IV,116,2.4.290,PRINCE HENRY,"'Faith, tell me now in earnest, how came Falstaff's"
1296,Henry IV,116,2.4.291,PRINCE HENRY,sword so hacked?
1297,Henry IV,117,2.4.292,PETO,"Why, he hacked it with his dagger, and said he would"
1298,Henry IV,117,2.4.293,PETO,swear truth out of England but he would make you
1299,Henry IV,117,2.4.294,PETO,"believe it was done in fight, and persuaded us to do the like."
1300,Henry IV,118,2.4.295,BARDOLPH,"Yea, and to tickle our noses with spear-grass to"
1301,Henry IV,118,2.4.296,BARDOLPH,"make them bleed, and then to beslubber our garments"
1302,Henry IV,118,2.4.297,BARDOLPH,with it and swear it was the blood of true men. I
1303,Henry IV,118,2.4.298,BARDOLPH,"did that I did not this seven year before, I blushed"
1304,Henry IV,118,2.4.299,BARDOLPH,to hear his monstrous devices.
1305,Henry IV,119,2.4.300,PRINCE HENRY,"O villain, thou stolest a cup of sack eighteen years"
1306,Henry IV,119,2.4.301,PRINCE HENRY,"ago, and wert taken with the manner, and ever since"
1307,Henry IV,119,2.4.302,PRINCE HENRY,thou hast blushed extempore. Thou hadst fire and
1308,Henry IV,119,2.4.303,PRINCE HENRY,"sword on thy side, and yet thou rannest away: what"
1309,Henry IV,119,2.4.304,PRINCE HENRY,instinct hadst thou for it?
1310,Henry IV,120,2.4.305,BARDOLPH,"My lord, do you see these meteors? do you behold"
1311,Henry IV,120,2.4.306,BARDOLPH,these exhalations?
1312,Henry IV,121,2.4.307,PRINCE HENRY,I do.
1313,Henry IV,122,2.4.308,BARDOLPH,What think you they portend?
1314,Henry IV,123,2.4.309,PRINCE HENRY,Hot livers and cold purses.
1315,Henry IV,124,2.4.310,BARDOLPH,"Choler, my lord, if rightly taken."
1316,Henry IV,125,2.4.311,PRINCE HENRY,"No, if rightly taken, halter."
1317,Henry IV,125,,PRINCE HENRY,Re-enter FALSTAFF
1318,Henry IV,125,2.4.312,PRINCE HENRY,"Here comes lean Jack, here comes bare-bone."
1319,Henry IV,125,2.4.313,PRINCE HENRY,"How now, my sweet creature of bombast!"
1320,Henry IV,125,2.4.314,PRINCE HENRY,"How long is't ago, Jack, since thou sawest thine own knee?"
1321,Henry IV,126,2.4.315,FALSTAFF,"My own knee! when I was about thy years, Hal, I was"
1322,Henry IV,126,2.4.316,FALSTAFF,"not an eagle's talon in the waist, I could have"
1323,Henry IV,126,2.4.317,FALSTAFF,crept into any alderman's thumb-ring: a plague of
1324,Henry IV,126,2.4.318,FALSTAFF,sighing and grief! it blows a man up like a
1325,Henry IV,126,2.4.319,FALSTAFF,bladder. There's villanous news abroad: here was
1326,Henry IV,126,2.4.320,FALSTAFF,"Sir John Bracy from your father, you must to the"
1327,Henry IV,126,2.4.321,FALSTAFF,court in the morning. That same mad fellow of the
1328,Henry IV,126,2.4.322,FALSTAFF,"north, Percy, and he of Wales, that gave Amamon the"
1329,Henry IV,126,2.4.323,FALSTAFF,bastinado and made Lucifer cuckold and swore the
1330,Henry IV,126,2.4.324,FALSTAFF,devil his true liegeman upon the cross of a Welsh
1331,Henry IV,126,2.4.325,FALSTAFF,hook--what a plague call you him?
1332,Henry IV,127,2.4.326,POINS,"O, Glendower."
1333,Henry IV,128,2.4.327,FALSTAFF,"Owen, Owen, the same, and his son-in-law Mortimer,"
1334,Henry IV,128,2.4.328,FALSTAFF,"and old Northumberland, and that sprightly Scot of"
1335,Henry IV,128,2.4.329,FALSTAFF,"Scots, Douglas, that runs o' horseback up a hill"
1336,Henry IV,128,2.4.330,FALSTAFF,"perpendicular,--"
1337,Henry IV,129,2.4.331,PRINCE HENRY,He that rides at high speed and with his pistol
1338,Henry IV,129,2.4.332,PRINCE HENRY,kills a sparrow flying.
1339,Henry IV,130,2.4.333,FALSTAFF,You have hit it.
1340,Henry IV,131,2.4.334,PRINCE HENRY,So did he never the sparrow.
1341,Henry IV,132,2.4.335,FALSTAFF,"Well, that rascal hath good mettle in him, he will not run."
1342,Henry IV,133,2.4.336,PRINCE HENRY,"Why, what a rascal art thou then, to praise him so"
1343,Henry IV,133,2.4.337,PRINCE HENRY,for running!
1344,Henry IV,134,2.4.338,FALSTAFF,"O' horseback, ye cuckoo, but afoot he will not budge a foot."
1345,Henry IV,135,2.4.339,PRINCE HENRY,"Yes, Jack, upon instinct."
1346,Henry IV,136,2.4.340,FALSTAFF,"I grant ye, upon instinct. Well, he is there too,"
1347,Henry IV,136,2.4.341,FALSTAFF,"and one Mordake, and a thousand blue-caps more:"
1348,Henry IV,136,2.4.342,FALSTAFF,"Worcester is stolen away to-night, thy father's"
1349,Henry IV,136,2.4.343,FALSTAFF,beard is turned white with the news: you may buy
1350,Henry IV,136,2.4.344,FALSTAFF,land now as cheap as stinking mackerel.
1351,Henry IV,137,2.4.345,PRINCE HENRY,"Why, then, it is like, if there come a hot June and"
1352,Henry IV,137,2.4.346,PRINCE HENRY,"this civil buffeting hold, we shall buy maidenheads"
1353,Henry IV,137,2.4.347,PRINCE HENRY,"as they buy hob-nails, by the hundreds."
1354,Henry IV,138,2.4.348,FALSTAFF,"By the mass, lad, thou sayest true, it is like we"
1355,Henry IV,138,2.4.349,FALSTAFF,"shall have good trading that way. But tell me, Hal,"
1356,Henry IV,138,2.4.350,FALSTAFF,art not thou horrible afeard? thou being
1357,Henry IV,138,2.4.351,FALSTAFF,"heir-apparent, could the world pick thee out three"
1358,Henry IV,138,2.4.352,FALSTAFF,"such enemies again as that fiend Douglas, that"
1359,Henry IV,138,2.4.353,FALSTAFF,"spirit Percy, and that devil Glendower? Art thou"
1360,Henry IV,138,2.4.354,FALSTAFF,not horribly afraid? doth not thy blood thrill at
1361,Henry IV,138,2.4.355,FALSTAFF,it?
1362,Henry IV,139,2.4.356,PRINCE HENRY,"Not a whit, i' faith, I lack some of thy instinct."
1363,Henry IV,140,2.4.357,FALSTAFF,"Well, thou wert be horribly chid tomorrow when thou"
1364,Henry IV,140,2.4.358,FALSTAFF,"comest to thy father: if thou love me, practise an answer."
1365,Henry IV,141,2.4.359,PRINCE HENRY,"Do thou stand for my father, and examine me upon the"
1366,Henry IV,141,2.4.360,PRINCE HENRY,particulars of my life.
1367,Henry IV,142,2.4.361,FALSTAFF,"Shall I? content: this chair shall be my state,"
1368,Henry IV,142,2.4.362,FALSTAFF,"this dagger my sceptre, and this cushion my crown."
1369,Henry IV,143,2.4.363,PRINCE HENRY,"Thy state is taken for a joined-stool, thy golden"
1370,Henry IV,143,2.4.364,PRINCE HENRY,"sceptre for a leaden dagger, and thy precious rich"
1371,Henry IV,143,2.4.365,PRINCE HENRY,crown for a pitiful bald crown!
1372,Henry IV,144,2.4.366,FALSTAFF,"Well, an the fire of grace be not quite out of thee,"
1373,Henry IV,144,2.4.367,FALSTAFF,now shalt thou be moved. Give me a cup of sack to
1374,Henry IV,144,2.4.368,FALSTAFF,"make my eyes look red, that it may be thought I have"
1375,Henry IV,144,2.4.369,FALSTAFF,"wept, for I must speak in passion, and I will do it"
1376,Henry IV,144,2.4.370,FALSTAFF,in King Cambyses' vein.
1377,Henry IV,145,2.4.371,PRINCE HENRY,"Well, here is my leg."
1378,Henry IV,146,2.4.372,FALSTAFF,"And here is my speech. Stand aside, nobility."
1379,Henry IV,147,2.4.373,Hostess,"O Jesu, this is excellent sport, i' faith!"
1380,Henry IV,148,2.4.374,FALSTAFF,"Weep not, sweet queen, for trickling tears are vain."
1381,Henry IV,149,2.4.375,Hostess,"O, the father, how he holds his countenance!"
1382,Henry IV,150,2.4.376,FALSTAFF,"For God's sake, lords, convey my tristful queen,"
1383,Henry IV,150,2.4.377,FALSTAFF,For tears do stop the flood-gates of her eyes.
1384,Henry IV,151,2.4.378,Hostess,"O Jesu, he doth it as like one of these harlotry"
1385,Henry IV,151,2.4.379,Hostess,players as ever I see!
1386,Henry IV,152,2.4.380,FALSTAFF,"Peace, good pint-pot, peace, good tickle-brain."
1387,Henry IV,152,2.4.381,FALSTAFF,"Harry, I do not only marvel where thou spendest thy"
1388,Henry IV,152,2.4.382,FALSTAFF,"time, but also how thou art accompanied: for though"
1389,Henry IV,152,2.4.383,FALSTAFF,"the camomile, the more it is trodden on the faster"
1390,Henry IV,152,2.4.384,FALSTAFF,"it grows, yet youth, the more it is wasted the"
1391,Henry IV,152,2.4.385,FALSTAFF,"sooner it wears. That thou art my son, I have"
1392,Henry IV,152,2.4.386,FALSTAFF,"partly thy mother's word, partly my own opinion,"
1393,Henry IV,152,2.4.387,FALSTAFF,but chiefly a villanous trick of thine eye and a
1394,Henry IV,152,2.4.388,FALSTAFF,"foolish-hanging of thy nether lip, that doth warrant"
1395,Henry IV,152,2.4.389,FALSTAFF,"me. If then thou be son to me, here lies the point,"
1396,Henry IV,152,2.4.390,FALSTAFF,"why, being son to me, art thou so pointed at? Shall"
1397,Henry IV,152,2.4.391,FALSTAFF,the blessed sun of heaven prove a micher and eat
1398,Henry IV,152,2.4.392,FALSTAFF,blackberries? a question not to be asked. Shall
1399,Henry IV,152,2.4.393,FALSTAFF,the sun of England prove a thief and take purses? a
1400,Henry IV,152,2.4.394,FALSTAFF,"question to be asked. There is a thing, Harry,"
1401,Henry IV,152,2.4.395,FALSTAFF,which thou hast often heard of and it is known to
1402,Henry IV,152,2.4.396,FALSTAFF,"many in our land by the name of pitch: this pitch,"
1403,Henry IV,152,2.4.397,FALSTAFF,"as ancient writers do report, doth defile, so doth"
1404,Henry IV,152,2.4.398,FALSTAFF,"the company thou keepest: for, Harry, now I do not"
1405,Henry IV,152,2.4.399,FALSTAFF,"speak to thee in drink but in tears, not in"
1406,Henry IV,152,2.4.400,FALSTAFF,"pleasure but in passion, not in words only, but in"
1407,Henry IV,152,2.4.401,FALSTAFF,woes also: and yet there is a virtuous man whom I
1408,Henry IV,152,2.4.402,FALSTAFF,"have often noted in thy company, but I know not his name."
1409,Henry IV,153,2.4.403,PRINCE HENRY,"What manner of man, an it like your majesty?"
1410,Henry IV,154,2.4.404,FALSTAFF,"A goodly portly man, i' faith, and a corpulent, of a"
1411,Henry IV,154,2.4.405,FALSTAFF,"cheerful look, a pleasing eye and a most noble"
1412,Henry IV,154,2.4.406,FALSTAFF,"carriage, and, as I think, his age some fifty, or,"
1413,Henry IV,154,2.4.407,FALSTAFF,"by'r lady, inclining to three score, and now I"
1414,Henry IV,154,2.4.408,FALSTAFF,"remember me, his name is Falstaff: if that man"
1415,Henry IV,154,2.4.409,FALSTAFF,"should be lewdly given, he deceiveth me, for, Harry,"
1416,Henry IV,154,2.4.410,FALSTAFF,I see virtue in his looks. If then the tree may be
1417,Henry IV,154,2.4.411,FALSTAFF,"known by the fruit, as the fruit by the tree, then,"
1418,Henry IV,154,2.4.412,FALSTAFF,"peremptorily I speak it, there is virtue in that"
1419,Henry IV,154,2.4.413,FALSTAFF,"Falstaff: him keep with, the rest banish. And tell"
1420,Henry IV,154,2.4.414,FALSTAFF,"me now, thou naughty varlet, tell me, where hast"
1421,Henry IV,154,2.4.415,FALSTAFF,thou been this month?
1422,Henry IV,155,2.4.416,PRINCE HENRY,"Dost thou speak like a king? Do thou stand for me,"
1423,Henry IV,155,2.4.417,PRINCE HENRY,and I'll play my father.
1424,Henry IV,156,2.4.418,FALSTAFF,"Depose me? if thou dost it half so gravely, so"
1425,Henry IV,156,2.4.419,FALSTAFF,"majestically, both in word and matter, hang me up by"
1426,Henry IV,156,2.4.420,FALSTAFF,the heels for a rabbit-sucker or a poulter's hare.
1427,Henry IV,157,2.4.421,PRINCE HENRY,"Well, here I am set."
1428,Henry IV,158,2.4.422,FALSTAFF,"And here I stand: judge, my masters."
1429,Henry IV,159,2.4.423,PRINCE HENRY,"Now, Harry, whence come you?"
1430,Henry IV,160,2.4.424,FALSTAFF,"My noble lord, from Eastcheap."
1431,Henry IV,161,2.4.425,PRINCE HENRY,The complaints I hear of thee are grievous.
1432,Henry IV,162,2.4.426,FALSTAFF,"'Sblood, my lord, they are false: nay, I'll tickle"
1433,Henry IV,162,2.4.427,FALSTAFF,"ye for a young prince, i' faith."
1434,Henry IV,163,2.4.428,PRINCE HENRY,"Swearest thou, ungracious boy? henceforth ne'er look"
1435,Henry IV,163,2.4.429,PRINCE HENRY,on me. Thou art violently carried away from grace:
1436,Henry IV,163,2.4.430,PRINCE HENRY,there is a devil haunts thee in the likeness of an
1437,Henry IV,163,2.4.431,PRINCE HENRY,"old fat man, a tun of man is thy companion. Why"
1438,Henry IV,163,2.4.432,PRINCE HENRY,"dost thou converse with that trunk of humours, that"
1439,Henry IV,163,2.4.433,PRINCE HENRY,"bolting-hutch of beastliness, that swollen parcel"
1440,Henry IV,163,2.4.434,PRINCE HENRY,"of dropsies, that huge bombard of sack, that stuffed"
1441,Henry IV,163,2.4.435,PRINCE HENRY,"cloak-bag of guts, that roasted Manningtree ox with"
1442,Henry IV,163,2.4.436,PRINCE HENRY,"the pudding in his belly, that reverend vice, that"
1443,Henry IV,163,2.4.437,PRINCE HENRY,"grey iniquity, that father ruffian, that vanity in"
1444,Henry IV,163,2.4.438,PRINCE HENRY,"years? Wherein is he good, but to taste sack and"
1445,Henry IV,163,2.4.439,PRINCE HENRY,"drink it? wherein neat and cleanly, but to carve a"
1446,Henry IV,163,2.4.440,PRINCE HENRY,"capon and eat it? wherein cunning, but in craft?"
1447,Henry IV,163,2.4.441,PRINCE HENRY,"wherein crafty, but in villany? wherein villanous,"
1448,Henry IV,163,2.4.442,PRINCE HENRY,"but in all things? wherein worthy, but in nothing?"
1449,Henry IV,164,2.4.443,FALSTAFF,I would your grace would take me with you: whom
1450,Henry IV,164,2.4.444,FALSTAFF,means your grace?
1451,Henry IV,165,2.4.445,PRINCE HENRY,"That villanous abominable misleader of youth,"
1452,Henry IV,165,2.4.446,PRINCE HENRY,"Falstaff, that old white-bearded Satan."
1453,Henry IV,166,2.4.447,FALSTAFF,"My lord, the man I know."
1454,Henry IV,167,2.4.448,PRINCE HENRY,I know thou dost.
